date,close,volume,open,high,low,,delta
6/6/2017,1972.211219,33667.7389,243.34,243.98,243.12,,-0.002450773
6/5/2017,1977.056535,34418.76293,243.97,244.3,243.76,,-0.002410741
6/2/2017,1981.834224,35159.30473,243.42,244.35,243.08,,-0.002364985
6/1/2017,1986.532344,35887.51334,241.97,243.38,241.64,,-0.002313655
5/31/2017,1991.139152,36601.56862,241.84,241.88,240.64,,-0.002256907
5/30/2017,1995.643134,37299.6858,241.34,241.79,241.16,,-0.002194913
5/26/2017,2000.033032,37980.11994,241.54,241.9,241.45,,-0.002127848
5/25/2017,2004.297873,38641.17033,241.2,242.08,240.96,,-0.0020559
5/24/2017,2008.426998,39281.18467,240.32,240.73,239.93,,-0.001979262
5/23/2017,2012.410086,39898.56326,239.95,240.24,239.51,,-0.001898137
5/22/2017,2016.237181,40491.76299,238.9,239.71,238.82,,-0.001812733
5/19/2017,2019.898717,41059.30116,237.33,239.08,237.27,,-0.001723263
5/18/2017,2023.385543,41599.75921,235.73,237.75,235.43,,-0.001629949
5/17/2017,2026.688944,42111.78629,238.1,238.64,235.75,,-0.001533017
5/16/2017,2029.800662,42594.1026,240.64,240.67,239.63,,-0.001432695
5/15/2017,2032.71292,43045.50259,239.47,240.44,239.45,,-0.00132922
5/12/2017,2035.418439,43464.858,239.09,239.4273,238.67,,-0.00122283
5/11/2017,2037.910456,43851.12066,239.35,239.57,238.13,,-0.001113766
5/10/2017,2040.182743,44203.32512,239.39,239.87,239.15,,-0.001002276
5/9/2017,2042.22962,44520.59104,239.96,240.19,239.04,,-0.000888606
5/8/2017,2044.045971,44802.12543,239.75,239.92,239.17,,-0.000773007
5/5/2017,2045.627256,45047.2246,239.19,239.72,238.68,,-0.000655734
5/4/2017,2046.969522,45255.27593,238.83,238.9225,237.78,,-0.000537039
5/3/2017,2048.069415,45425.75939,238.29,238.8775,237.7,,-0.00041718
5/2/2017,2048.924186,45558.24888,238.84,238.98,238.3,,-0.000296415
5/1/2017,2049.531698,45652.41322,238.68,239.17,238.195,,-0.000175002
4/28/2017,2049.890433,45708.01707,238.9,238.93,237.93,,-5.32002E-05
4/27/2017,2049.999493,45724.92144,238.77,238.95,237.98,,6.87297E-05
4/26/2017,2049.858607,45703.08407,238.51,239.53,238.35,,0.000190528
4/25/2017,2049.468126,45642.55956,237.91,238.95,237.81,,0.000311934
4/24/2017,2048.829027,45543.49918,237.18,237.41,234.5628,,0.000432688
4/21/2017,2047.942907,45406.15052,235.25,235.31,234.13,,0.000552531
4/20/2017,2046.81198,45230.8569,234.15,235.845,233.78,,0.000671204
4/19/2017,2045.439074,45018.05645,234.52,234.95,233.18,,0.000788449
4/18/2017,2043.82762,44768.28106,233.72,234.49,233.08,,0.000904011
4/17/2017,2041.981645,44482.15505,233.11,234.57,232.88,,0.001017635
4/13/2017,2039.905765,44160.39357,233.64,234.49,232.51,,0.00112907
4/12/2017,2037.605167,43803.80086,234.74,234.96,233.77,,0.001238064
4/11/2017,2035.085601,43413.26823,234.9,235.18,233.34,,0.00134437
4/10/2017,2032.353366,42989.77179,235.36,236.255,234.73,,0.001447745
4/7/2017,2029.415291,42534.37007,235.15,236,234.64,,0.001547947
4/6/2017,2026.278718,42048.20133,234.94,236.04,234.425,,0.00164474
4/5/2017,2022.951489,41532.48075,236.26,237.39,234.54,,0.001737891
4/4/2017,2019.441918,40988.49736,235,235.58,234.555,,0.001827172
4/3/2017,2015.75878,40417.61083,235.8,236.03,233.91,,0.001912361
3/31/2017,2011.911278,39821.24808,235.9,236.51,235.68,,0.001993241
3/30/2017,2007.90903,39200.89971,235.47,236.52,235.27,,0.002069602
3/29/2017,2003.76204,38558.11626,234.99,235.81,234.725,,0.00214124
3/28/2017,1999.480673,37894.50436,233.27,235.81,233.14,,0.002207958
3/27/2017,1995.07563,37211.7227,231.93,233.92,231.61,,0.002269569
3/24/2017,1990.557922,36511.47786,234.38,235.04,232.96,,0.002325894
3/23/2017,1985.938839,35795.52011,234,235.34,233.6,,0.002376761
3/22/2017,1981.229929,35065.63896,233.77,234.61,233.05,,0.002422012
3/21/2017,1976.44296,34323.65873,237.47,237.61,233.58,,0.002461497
3/20/2017,1971.589897,33571.43399,237.03,237.36,236.32,,0.002495078
3/17/2017,1966.68287,32810.8449,237.75,237.97,237.03,,0.002522628
3/16/2017,1961.734145,32043.79255,239.11,239.2,238.1,,0.002544034
3/15/2017,1956.756091,31272.19417,237.56,239.44,237.29,,0.002559197
3/14/2017,1951.761151,30497.97835,237.18,237.24,236.19,,0.00256803
3/13/2017,1946.761808,29723.08022,237.62,237.86,237.24,,0.002570463
3/10/2017,1941.770559,28949.43663,237.97,238.02,236.59,,0.002566439
3/9/2017,1936.799879,28178.98128,236.7,237.24,235.74,,0.002555921
3/8/2017,1931.862193,27413.63992,237.34,237.64,236.4,,0.002538883
3/7/2017,1926.969842,26655.32549,237.36,237.77,236.76,,0.002515322
3/6/2017,1922.135054,25905.93339,237.5,238.12,237.01,,0.002485248
3/3/2017,1917.369914,25167.33671,238.17,238.61,237.73,,0.002448693
3/2/2017,1912.686333,24441.38155,239.56,239.57,238.21,,0.002405705
3/1/2017,1908.096016,23729.88242,238.39,240.32,238.37,,0.002356353
2/28/2017,1903.610437,23034.61771,236.67,236.95,236.015,,0.002300724
2/27/2017,1899.240808,22357.32521,236.64,237.31,236.35,,0.002238924
2/24/2017,1894.99805,21699.69779,235.46,236.7932,235.41,,0.002171081
2/23/2017,1890.892769,21063.3792,236.88,236.9,235.56,,0.00209734
2/22/2017,1886.935225,20449.95988,236.02,236.54,235.83,,0.002017866
2/21/2017,1883.13531,19860.97307,235.52,236.69,235.51,,0.001932845
2/17/2017,1879.502522,19297.89094,233.95,235.09,233.93,,0.001842482
2/16/2017,1876.045941,18762.12088,234.96,235.155,233.85,,0.001746999
2/15/2017,1872.774207,18255.00205,233.45,235.14,233.39,,0.001646637
2/14/2017,1869.695497,17777.80199,232.56,233.71,232.16,,0.001541656
2/13/2017,1866.817506,17331.71343,232.08,233.07,232.05,,0.001432332
2/10/2017,1864.147428,16917.85138,231,231.77,230.6216,,0.001318957
2/9/2017,1861.691937,16537.25027,229.56,230.95,229.52,,0.001201838
2/8/2017,1859.45717,16190.86141,228.61,229.39,228.31,,0.001081299
2/7/2017,1857.448713,15879.55058,229.38,229.6556,228.72,,0.000957673
2/6/2017,1855.671586,15604.0959,228.87,229.326,228.54,,0.000831309
2/3/2017,1854.130231,15365.18588,228.82,229.55,228.46,,0.000702564
2/2/2017,1852.828501,15163.41764,227.2,228.1,226.82,,0.000571806
2/1/2017,1851.769649,14999.29552,228.255,228.59,226.94,,0.000439409
1/31/2017,1850.956321,14873.22973,226.98,227.6,226.32,,0.000305757
1/30/2017,1850.390551,14785.53538,228.17,228.2,226.41,,0.000171235
1/27/2017,1850.073753,14736.43164,229.42,229.59,228.76,,3.62349E-05
1/26/2017,1850.006718,14726.04126,229.4,229.71,229.01,,-9.88528E-05
1/25/2017,1850.189614,14754.3902,228.7,229.57,228.51,,-0.000233635
1/24/2017,1850.621985,14821.40761,226.4,228.08,226.27,,-0.000367721
1/23/2017,1851.302748,14926.92598,226.35,226.805,225.27,,-0.000500724
1/20/2017,1852.230204,15070.68157,226.7,227.31,225.9719,,-0.000632258
1/19/2017,1853.402033,15252.31506,226.84,227,225.41,,-0.000761948
1/18/2017,1854.815306,15471.37246,226.535,226.8,225.9,,-0.000889424
1/17/2017,1856.466492,15727.30625,226.31,226.78,225.8,,-0.001014324
1/13/2017,1858.351463,16019.47673,226.73,227.4,226.69,,-0.001136299
1/12/2017,1860.465507,16347.15361,226.5,226.75,224.955,,-0.001255008
1/11/2017,1862.803341,16709.51789,226.36,227.1,225.59,,-0.001370128
1/10/2017,1865.359121,17105.66383,226.48,227.45,226.01,,-0.001481344
1/9/2017,1868.12646,17534.60128,226.91,227.0701,226.4163,,-0.001588361
1/6/2017,1871.098439,17995.25811,226.53,227.75,225.9,,-0.001690896
1/5/2017,1874.267632,18486.48294,226.27,226.58,225.48,,-0.001788686
1/4/2017,1877.626116,19007.04794,225.62,226.75,225.61,,-0.001881483
1/3/2017,1881.165497,19555.65198,225.04,225.83,223.8837,,-0.001969058
12/30/2016,1884.876928,20130.92383,224.73,224.83,222.73,,-0.002051199
12/29/2016,1888.751133,20731.42561,224.48,224.89,223.84,,-0.002127716
12/28/2016,1892.778428,21355.65639,226.57,226.59,224.27,,-0.002198436
12/27/2016,1896.948748,22002.05591,226.02,226.73,226,,-0.002263204
12/23/2016,1901.251668,22669.00851,225.43,225.72,225.21,,-0.002321887
12/22/2016,1905.676433,23354.84715,225.6,225.74,224.92,,-0.002374371
12/21/2016,1910.211984,24057.85759,226.25,226.45,225.77,,-0.002420559
12/20/2016,1914.846985,24776.28268,226.15,226.57,225.88,,-0.002460377
12/19/2016,1919.56985,25508.32672,225.25,226.02,225.08,,-0.002493765
12/16/2016,1924.368774,26252.15999,226.01,226.08,224.67,,-0.002520687
12/15/2016,1929.231763,27005.92329,226.16,227.81,225.8904,,-0.00254112
12/14/2016,1934.146662,27767.73261,227.41,228.23,225.365,,-0.002555062
12/13/2016,1939.101186,28535.68381,227.02,228.34,227,,-0.002562527
12/12/2016,1944.082951,29307.85743,226.4,226.96,225.76,,-0.002563546
12/9/2016,1949.079506,30082.32343,225.41,226.53,225.37,,-0.002558165
12/8/2016,1954.078362,30857.14604,224.57,225.7,224.26,,-0.002546448
12/7/2016,1959.067023,31630.38861,221.52,224.67,221.38,,-0.00252847
12/6/2016,1964.033022,32400.11845,221.22,221.7441,220.662,,-0.002504324
12/5/2016,1968.963946,33164.41162,220.65,221.4,220.42,,-0.002474114
12/2/2016,1973.84747,33921.3578,219.67,220.25,219.26,,-0.002437958
12/1/2016,1978.671387,34669.065,220.73,220.73,219.15,,-0.002395985
11/30/2016,1983.423641,35405.66436,221.63,221.82,220.31,,-0.002348338
11/29/2016,1988.092353,36129.31476,220.52,221.44,220.17,,-0.002295167
11/28/2016,1992.665854,36838.20744,221.16,221.48,220.36,,-0.002236636
11/25/2016,1997.132713,37530.57055,221.1,221.56,221.01,,-0.002172916
11/23/2016,2001.481765,38204.67353,219.98,220.76,219.75,,-0.002104188
11/22/2016,2005.702139,38858.83149,220.51,220.79,219.73,,-0.002030641
11/21/2016,2009.783286,39491.40937,219.17,220.18,219,,-0.001952471
11/18/2016,2013.715007,40100.82604,219.07,219.27,218.29,,-0.001869883
11/17/2016,2017.487473,40685.5583,218.05,219.06,217.92,,-0.001783088
11/16/2016,2021.091256,41244.14461,217.56,218.14,217.42,,-0.0016923
11/15/2016,2024.517347,41775.1888,217.04,218.28,216.8,,-0.001597744
11/14/2016,2027.757184,42277.36352,217.03,217.27,215.72,,-0.001499646
11/11/2016,2030.802669,42749.41362,216.08,216.7,215.32,,-0.001398237
11/10/2016,2033.646188,43190.15921,217.3,218.31,215.22,,-0.001293755
11/9/2016,2036.280636,43598.49865,212.37,217.1,212.34,,-0.001186438
11/8/2016,2038.699428,43973.4113,212.69,214.77,212.38,,-0.001076531
11/7/2016,2040.896517,44313.96009,211.45,213.19,211.3,,-0.00096428
11/4/2016,2042.866412,44619.29382,208.91,209.89,208.38,,-0.000849933
11/3/2016,2044.604189,44888.64931,209.99,210.24,208.46,,-0.000733743
11/2/2016,2046.105505,45121.35331,210.65,211.1,209.23,,-0.000615963
11/1/2016,2047.366608,45316.82419,212.93,212.99,209.6,,-0.000496848
10/31/2016,2048.384344,45474.57336,212.93,213.19,212.36,,-0.000376656
10/28/2016,2049.156171,45594.20655,213.14,213.93,211.71,,-0.000255644
10/27/2016,2049.680159,45675.42472,214.58,214.62,213.08,,-0.000134071
10/26/2016,2049.954999,45718.02487,213.21,214.42,212.93,,-1.21973E-05
10/25/2016,2049.980003,45721.90054,214.68,214.98,213.98,,0.000109717
10/24/2016,2049.75511,45687.04202,215,215.32,214.48,,0.000231413
10/21/2016,2049.28088,45613.53645,212.96,214.08,212.76,,0.000352628
10/20/2016,2048.5585,45501.56755,213.87,214.53,213.11,,0.000473105
10/19/2016,2047.589775,45351.41519,214.02,214.64,213.6,,0.000592583
10/18/2016,2046.377127,45163.45467,214.24,214.31,213.27,,0.000710805
10/17/2016,2044.923586,44938.15579,213.09,213.39,212.17,,0.000827513
10/14/2016,2043.232785,44676.08169,214.15,214.69,213.03,,0.000942451
10/13/2016,2041.308951,44377.8874,212.16,213.59,211.21,,0.001055367
10/12/2016,2039.156892,44044.31827,213.59,214.32,213.01,,0.001166008
10/11/2016,2036.781987,43676.20804,215.66,215.74,212.58,,0.001274126
10/10/2016,2034.190173,43274.4768,216.155,216.7,215.985,,0.001379474
10/7/2016,2031.387927,42840.12866,216.1,216.3,214.19,,0.001481808
10/6/2016,2028.382253,42374.24927,215.37,216.04,214.735,,0.00158089
10/5/2016,2025.180665,41878.00308,215.41,216.13,215.33,,0.001676484
10/4/2016,2021.791164,41352.63045,215.91,216.17,213.99,,0.001768359
10/3/2016,2018.222223,40799.44455,215.82,216.04,215.04,,0.001856289
9/30/2016,2014.482762,40219.82803,215.65,217.12,215.36,,0.001940052
9/29/2016,2010.582127,39615.22966,216.4,216.87,214.04,,0.002019436
9/28/2016,2006.530068,38987.1606,215.83,216.82,214.71,,0.00209423
9/27/2016,2002.336714,38337.1907,214.05,215.68,213.62,,0.002164235
9/26/2016,1998.012545,37666.94455,215.02,215.23,214.01,,0.002229256
9/23/2016,1993.56837,36978.09741,216.72,216.88,215.88,,0.002289109
9/22/2016,1989.015297,36272.37105,217,217.53,216.71,,0.002343617
9/21/2016,1984.364706,35551.5294,214.24,216.03,213.44,,0.002392613
9/20/2016,1979.628221,34817.37421,214.41,214.59,213.38,,0.002435941
9/19/2016,1974.817681,34071.74048,214.13,214.88,213.03,,0.002473455
9/16/2016,1969.945109,33316.4919,213.48,213.69,212.57,,0.002505021
9/15/2016,1965.022685,32553.51619,212.96,215.73,212.75,,0.002530517
9/14/2016,1960.062712,31784.72041,213.29,214.7,212.5,,0.002549835
9/13/2016,1955.077588,31012.02614,214.84,215.1499,212.5,,0.002562878
9/12/2016,1950.079772,30237.36472,212.39,216.81,212.31,,0.002569566
9/9/2016,1945.081757,29462.67239,216.97,217.03,213.25,,0.002569833
9/8/2016,1940.096035,28689.88548,218.62,218.94,218.15,,0.002563628
9/7/2016,1935.135068,27920.93556,218.84,219.22,218.3,,0.002550919
9/6/2016,1930.211255,27157.7446,218.7,219.12,217.86,,0.002531687
9/2/2016,1925.336904,26402.22018,218.39,218.87,217.7,,0.002505934
9/1/2016,1920.524198,25656.25072,217.37,217.73,216.03,,0.002473676
8/31/2016,1915.785166,24921.70076,217.61,217.75,216.465,,0.002434951
8/30/2016,1911.131653,24200.40628,218.26,218.59,217.35,,0.002389815
8/29/2016,1906.575291,23494.17014,217.44,218.665,217.4,,0.002338341
8/26/2016,1902.127468,22804.75758,217.92,219.12,216.25,,0.002280624
8/25/2016,1897.799302,22133.89176,217.4,218.19,217.22,,0.002216777
8/24/2016,1893.60161,21483.24949,218.8,218.91,217.36,,0.002146933
8/23/2016,1889.544884,20854.45705,219.25,219.6,218.9,,0.002071244
8/22/2016,1885.639265,20249.08608,218.26,218.8,217.83,,0.001989883
8/19/2016,1881.894514,19668.64971,218.31,218.75,217.74,,0.001903042
8/18/2016,1878.319992,19114.59871,218.34,218.9,218.21,,0.001810931
8/17/2016,1874.924632,18588.31793,218,218.53,217.02,,0.00171378
8/16/2016,1871.716921,18091.1228,218.6,218.68,217.96,,0.001611835
8/15/2016,1868.704878,17624.25604,218.89,219.5,218.88,,0.001505362
8/12/2016,1865.896029,17188.88457,218.29,218.71,217.99,,0.001394642
8/11/2016,1863.297397,16786.09661,218.26,218.94,217.95,,0.001279973
8/10/2016,1860.915477,16416.8989,218.31,218.4038,217.23,,0.001161667
8/9/2016,1858.756221,16082.21426,218.13,218.76,217.8,,0.001040052
8/8/2016,1856.825027,15782.87922,218.4,218.52,217.74,,0.000915466
8/5/2016,1855.126722,15519.64195,217.21,218.23,217.07,,0.00078826
8/4/2016,1853.665551,15293.16043,216.31,216.78,214.25,,0.000658797
8/3/2016,1852.445166,15104.00072,215.48,216.245,215.13,,0.000527446
8/2/2016,1851.468617,14952.63564,216.65,216.83,214.57,,0.000394584
8/1/2016,1850.738345,14839.44352,217.19,217.65,216.405,,0.000260596
7/29/2016,1850.256176,14764.70727,216.46,217.54,216.13,,0.00012587
7/28/2016,1850.023314,14728.61371,216.29,217.11,215.75,,-9.20409E-06
7/27/2016,1850.040342,14731.25304,217.19,217.27,215.62,,-0.000144233
7/26/2016,1850.307217,14772.61867,216.53,217.17,215.76,,-0.000278825
7/25/2016,1850.823272,14852.6072,217,217.06,215.97,,-0.000412589
7/22/2016,1851.587218,14971.01871,216.41,217.3,216.1,,-0.000545141
7/21/2016,1852.597143,15127.55723,216.96,217.22,215.75,,-0.000676097
7/20/2016,1853.850526,15321.8315,216.75,217.37,216.24,,-0.000805083
7/19/2016,1855.344232,15553.35592,215.92,216.23,215.63,,-0.000931732
7/18/2016,1857.074528,15821.55182,215.97,216.6,215.67,,-0.001055687
7/15/2016,1859.037089,16125.74883,216.78,217.0125,215.308,,-0.001176601
7/14/2016,1861.227011,16465.18663,216.4,216.67,215.66,,-0.001294139
7/13/2016,1863.638818,16839.01679,215.44,215.45,214.35,,-0.00140798
7/12/2016,1866.266484,17246.30495,214.53,215.3,213.4308,,-0.001517816
7/11/2016,1869.103439,17686.03308,213.19,214.07,212.95,,-0.001623357
7/8/2016,1872.142594,18157.1021,211.05,212.94,210.7785,,-0.001724325
7/7/2016,1875.376352,18658.33457,209.87,210.6495,208.63,,-0.001820462
7/6/2016,1878.79663,19188.47769,207.83,209.8,207.06,,-0.001911527
7/5/2016,1882.39488,19746.20637,208.95,209.08,207.71,,-0.001997298
7/1/2016,1886.162107,20330.12657,209.36,210.49,209.29,,-0.002077568
6/30/2016,1890.088896,20938.7788,207.21,209.54,206.56,,-0.002152154
6/29/2016,1894.165431,21570.64175,204.84,206.93,204.72,,-0.002220888
6/28/2016,1898.381523,22224.13609,201.48,203.23,201.12,,-0.002283624
6/27/2016,1902.726635,22897.62842,201.59,201.6,198.65,,-0.002340234
6/24/2016,1907.189906,23589.43537,203.63,210.8463,202.72,,-0.00239061
6/23/2016,1911.760179,24297.82777,209.81,210.87,209.27,,-0.002434664
6/22/2016,1916.426032,25021.03501,208.65,209.5,207.93,,-0.002472325
6/21/2016,1921.175803,25757.24946,208.3,208.92,207.78,,-0.002503542
6/20/2016,1925.997619,26504.63095,208.82,209.61,207.75,,-0.002528283
6/17/2016,1930.879429,27261.31143,207.17,207.2,205.75,,-0.002546533
6/16/2016,1935.80903,28025.39959,206.73,208.57,205.59,,-0.002558294
6/15/2016,1940.774101,28794.98561,208.54,209.36,207.53,,-0.002563587
6/14/2016,1945.762232,29568.14591,208,208.74,206.9199,,-0.002562448
6/13/2016,1950.760955,30342.94801,209.36,210.37,208.35,,-0.002554928
6/10/2016,1955.757776,31117.4553,210.46,210.86,209.43,,-0.002541096
6/9/2016,1960.740206,31889.73192,211.51,212.22,211.19,,-0.002521033
6/8/2016,1965.695791,32657.84757,211.84,212.52,211.6899,,-0.002494836
6/7/2016,1970.612144,33419.88237,211.525,212.34,211.5,,-0.002462612
6/6/2016,1975.476978,34173.93163,210.7,211.77,210.51,,-0.002424485
6/3/2016,1980.278133,34918.11062,210.25,210.69,208.86,,-0.002380588
6/2/2016,1985.003608,35650.55928,209.8,210.93,209.2399,,-0.002331065
6/1/2016,1989.641593,36369.44686,209.12,210.48,208.89,,-0.002276073
5/31/2016,1994.180494,37072.97652,210.56,210.69,209.18,,-0.002215778
5/27/2016,1998.608967,37759.38981,209.53,210.25,209.47,,-0.002150353
5/26/2016,2002.915942,38426.97105,209.44,209.71,208.97,,-0.002079983
5/25/2016,2007.090656,39074.05164,208.67,209.77,207.8691,,-0.002004859
5/24/2016,2011.122672,39699.0142,206.17,208.24,206.14,,-0.00192518
5/23/2016,2015.001914,40300.29666,205.51,205.84,204.985,,-0.001841153
5/20/2016,2018.718685,40876.39613,204.92,206.1,204.86,,-0.001752991
5/19/2016,2022.263695,41425.87265,204.06,204.54,202.78,,-0.001660911
5/18/2016,2025.628083,41947.35283,204.44,206.3,203.63,,-0.001565138
5/17/2016,2028.80344,42439.53322,206.46,206.8,204.23,,-0.0014659
5/16/2016,2031.78183,42901.18365,204.96,207.34,204.89,,-0.001363432
5/13/2016,2034.555808,43331.15022,206.21,206.86,204.38,,-0.001257969
5/12/2016,2037.11844,43728.35824,207.29,207.4899,205.37,,-0.001149754
5/11/2016,2039.463322,44091.81489,207.91,208.54,206.5,,-0.001039031
5/10/2016,2041.584592,44420.61173,206.72,208.5,206.64,,-0.000926047
5/9/2016,2043.476948,44713.92694,205.57,206.4,205.36,,-0.000811053
5/6/2016,2045.13566,44971.02737,204.06,205.77,203.88,,-0.000694299
5/5/2016,2046.556583,45191.27041,205.56,205.98,204.47,,-0.000576042
5/4/2016,2047.736165,45374.10557,204.99,205.85,204.42,,-0.000456536
5/3/2016,2048.671457,45519.07586,206.52,206.8,205.28,,-0.000336039
5/2/2016,2049.360122,45625.81892,206.92,208.18,206.41,,-0.000214809
4/29/2016,2049.800438,45694.06796,206.72,207.13,205.03,,-9.31064E-05
4/28/2016,2049.991306,45723.65238,208.46,209.76,206.96,,2.88102E-05
4/27/2016,2049.932247,45714.49824,208.47,209.81,208.05,,0.00015068
4/26/2016,2049.623409,45666.62842,209.04,209.52,208.36,,0.000272243
4/25/2016,2049.065565,45580.16258,208.26,208.66,207.54,,0.000393239
4/22/2016,2048.260109,45455.31682,208.55,209.29,207.91,,0.000513409
4/21/2016,2047.209053,45292.40321,210.12,210.25,208.65,,0.000632493
4/20/2016,2045.915025,45091.82893,209.95,210.92,209.39,,0.000750234
4/19/2016,2044.38126,44854.09532,209.74,210.2,208.94,,0.000866376
4/18/2016,2042.611591,44579.7966,207.14,209.28,207,,0.000980662
4/15/2016,2040.610441,44269.61836,208.01,208.1721,207.4,,0.001092841
4/14/2016,2038.382812,43924.33588,208.07,208.6,207.6,,0.001202662
4/13/2016,2035.934272,43544.81221,207,208.1,206.84,,0.001309875
4/12/2016,2033.270942,43131.99593,204.22,206.25,203.7,,0.001414236
4/11/2016,2030.399477,42686.91889,205.25,206.07,203.91,,0.001515504
4/8/2016,2027.327055,42210.69355,205.34,205.85,203.87,,0.001613439
4/7/2016,2024.061356,41704.51021,205.14,205.56,203.09,,0.001707807
4/6/2016,2020.610542,41169.63407,204.29,206.49,203.98,,0.001798381
4/5/2016,2016.983239,40607.40205,204.67,206.2642,203.89,,0.001884934
4/4/2016,2013.188512,40019.21943,206.83,207.07,205.89,,0.001967248
4/1/2016,2009.235847,39406.55636,204.35,207.14,203.98,,0.002045111
3/31/2016,2005.135124,38770.94418,205.91,206.41,205.33,,0.002118317
3/30/2016,2000.896591,38113.9716,206.3,206.87,205.59,,0.002186667
3/29/2016,1996.530843,37437.28069,202.76,205.25,202.4,,0.00224997
3/28/2016,1992.048792,36742.56284,203.61,203.86,202.705,,0.002308045
3/24/2016,1987.461642,36031.55447,202,203.16,201.74,,0.002360717
3/23/2016,1982.780856,35306.03274,204.11,204.33,203.01,,0.002407824
3/22/2016,1978.018136,34567.81108,203.76,205.23,203.57,,0.002449213
3/21/2016,1973.185385,33818.73465,204.07,204.94,203.8,,0.002484741
3/18/2016,1968.294682,33060.67576,204.17,204.78,203.8,,0.002514279
3/17/2016,1963.358253,32295.52915,203.24,205.23,202.77,,0.002537708
3/16/2016,1958.388434,31525.2073,201.6,203.82,201.55,,0.002554925
3/15/2016,1953.397649,30751.6356,201.36,202.5307,201.05,,0.002565839
3/14/2016,1948.398372,29976.7476,202.16,203.04,201.77,,0.002570375
3/11/2016,1943.403097,29202.48009,201.26,202.81,199.5179,,0.00256847
3/10/2016,1938.424312,28430.76835,199.96,201.07,197.38,,0.002560082
3/9/2016,1933.47446,27663.54126,199.36,199.79,198.43,,0.00254518
3/8/2016,1928.565913,26902.71648,199.32,199.92,198.21,,0.002523754
3/7/2016,1923.71094,26150.19567,199.34,201.07,199.25,,0.00249581
3/4/2016,1918.921676,25407.85976,200.01,201.35,199.03,,0.002461373
3/3/2016,1914.210092,24677.56419,198.79,199.795,198.11,,0.002420485
3/2/2016,1909.587963,23961.13432,197.74,199.06,197.25,,0.002373208
3/1/2016,1905.066844,23260.36085,195.01,198.21,194.4542,,0.002319623
2/29/2016,1900.658035,22576.99535,195.11,196.23,193.33,,0.00225983
2/26/2016,1896.372554,21912.74588,196.57,196.68,194.9,,0.002193951
2/25/2016,1892.221114,21269.27272,193.73,195.55,192.83,,0.002122123
2/24/2016,1888.214092,20648.18421,190.63,193.53,189.32,,0.002044507
2/23/2016,1884.361502,20051.03275,194,194.32,192.18,,0.001961281
2/22/2016,1880.672974,19479.31091,193.87,194.95,193.79,,0.001872643
2/19/2016,1877.157727,18934.4477,191.17,192.18,190.45,,0.00177881
2/18/2016,1873.824548,18417.80499,193.2,193.27,191.72,,0.001680018
2/17/2016,1870.681768,17930.67412,191.16,193.32,191.01,,0.00157652
2/16/2016,1867.737243,17474.27266,188.77,189.81,187.63,,0.001468587
2/12/2016,1864.998331,17049.74138,184.96,186.65,183.96,,0.001356505
2/11/2016,1862.47188,16658.14138,182.34,184.1,181.09,,0.001240577
2/10/2016,1860.164203,16300.45146,186.41,188.34,185.12,,0.001121121
2/9/2016,1858.081069,15977.56567,183.36,186.94,183.2,,0.000998468
2/8/2016,1856.227684,15690.29103,185.77,186.12,182.8,,0.000872962
2/5/2016,1854.608681,15439.34561,190.99,191.6696,187.2,,0.000744956
2/4/2016,1853.228107,15225.35661,190.71,192.75,189.96,,0.000614816
2/3/2016,1852.089412,15048.85892,191.41,191.78,187.1,,0.000482915
2/2/2016,1851.195443,14910.29367,191.96,191.97,189.54,,0.000349631
2/1/2016,1850.548434,14810.00722,192.53,194.58,191.84,,0.000215351
1/29/2016,1850.150001,14748.25021,190.02,193.88,189.88,,8.04644E-05
1/28/2016,1850.001142,14725.17703,189.96,190.2,187.16,,-5.46379E-05
1/27/2016,1850.102228,14740.84532,189.58,191.56,187.06,,-0.000189563
1/26/2016,1850.453006,14795.21594,188.42,190.53,188.02,,-0.00032392
1/25/2016,1851.0526,14888.15299,189.92,190.15,187.41,,-0.00045732
1/22/2016,1851.899511,15019.42416,189.78,190.76,188.88,,-0.000589377
1/21/2016,1852.991622,15188.70136,186.21,188.87,184.64,,-0.000719712
1/20/2016,1854.326203,15395.56147,185.03,187.495,181.02,,-0.000847953
1/19/2016,1855.899919,15639.48746,189.96,190.11,186.2,,-0.000973736
1/15/2016,1857.708836,15919.86963,186.77,188.76,185.52,,-0.001096706
1/14/2016,1859.748433,16236.00717,189.55,193.26,187.66,,-0.001216521
1/13/2016,1862.013612,16587.10992,194.45,194.86,188.38,,-0.001332851
1/12/2016,1864.498711,16972.30028,193.82,194.55,191.14,,-0.001445379
1/11/2016,1867.197519,17390.61549,193.01,193.41,189.82,,-0.001553802
1/8/2016,1870.10329,17841.00998,195.19,195.85,191.58,,-0.001657835
1/7/2016,1873.208761,18322.358,195.33,197.44,193.59,,-0.001757207
1/6/2016,1876.50617,18833.45642,198.34,200.06,197.6,,-0.001851664
1/5/2016,1879.987276,19373.02777,201.4,201.9,200.05,,-0.001940973
1/4/2016,1883.643377,19939.7234,200.49,201.03,198.59,,-0.002024916
12/31/2015,1887.465335,20532.12686,205.13,205.89,203.87,,-0.002103294
12/30/2015,1891.443597,21148.75746,207.11,207.21,205.76,,-0.002175929
12/29/2015,1895.568219,21788.07393,206.51,207.79,206.47,,-0.002242662
12/28/2015,1899.828892,22448.47833,204.86,205.26,203.94,,-0.002303351
